id,is_changed,max_worse,util,num_worse,num_better,num_unchanged,rank_better,rank_worse,rank_unchanged,rank_better_match_better,rank_better_match_unchanged,rank_better_match_worse,rank_unchanged_match_better,rank_unchanged_match_unchanged,rank_unchanged_match_worse,rank_worse_match_better,rank_worse_match_unchanged,rank_worse_match_worse
0,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
1,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
2,False,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,2,0
3,True,-1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
4,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
5,False,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,0
6,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
7,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
8,False,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,0
9,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
10,False,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,0
11,True,-2,-1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
12,False,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,0
13,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
14,False,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
15,False,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
16,False,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
17,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
18,False,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
19,True,-2,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
20,True,-1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
21,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
22,False,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,2,0
23,False,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
24,False,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,2,0
25,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
26,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
27,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
28,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
29,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
30,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
31,True,-1,1,1,2,0,1,1,1,1,0,0,1,0,0,0,0,1
32,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
33,False,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,2,0
34,False,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,0
35,False,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
36,True,-1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,1,1
37,True,0,2,0,2,1,1,1,1,1,0,0,0,1,0,1,0,0
38,False,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,2,0
39,False,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,0
40,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
41,False,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
42,False,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,0
43,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
44,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
45,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
46,False,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,1,0
47,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
48,True,-2,-1,1,1,1,1,2,0,1,0,0,0,0,0,0,1,1
49,True,-1,-1,2,1,0,1,1,1,1,0,0,0,0,1,0,0,1
50,False,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,1,0
